_time,session_id,customer_id,event_type,device,region,genre,plan_tier_raw,duration_sec,buffer_ms,bitrate_label,error_code,watch_pct_raw,rating_raw
2026-06-01 05:58:49,sess_000455,cust_0075,session_start,Smart TV,LATAM,,BASIC,0,0,,,,
2026-06-01 06:12:46,sess_000455,cust_0075,play,Smart TV,LATAM,Kids,BASIC,971,0,6000kbps,,,
2026-06-01 06:25:21,sess_000455,cust_0075,play,Smart TV,,Drama,BASIC,826,0,480p-1500kbps,,,
2026-06-01 06:38:44,sess_000455,cust_0075,buffer,Smart TV,LATAM,Comedy,BASIC,0,237,,,,
2026-06-01 06:43:57,sess_000455,cust_0075,play,Smart TV,LATAM,SciFi,BASIC,1177,0,2000kbps,,,
2026-06-01 06:48:26,sess_000455,cust_0075,play,Smart TV,LATAM,Comedy,BASIC,1422,0,1500kbps,,,
2026-06-01 06:53:47,sess_000455,cust_0075,pause,Smart TV,LATAM,Kids,BASIC,0,0,,,,
2026-06-01 06:58:26,sess_000455,cust_0075,play,Smart TV,LATAM,Kids,BASIC,1786,0,1500kbps,,,
2026-06-01 07:12:43,sess_000455,cust_0075,pause,Smart TV,LATAM,SciFi,BASIC,0,0,,,,
2026-06-01 07:13:55,sess_000455,cust_0075,session_end,Smart TV,LATAM,,BASIC,0,0,,,75%,3.0
2026-06-01 07:40:25,sess_000588,cust_0056,session_start,Mobile,Africa,,BASIC,0,0,,,,
2026-06-01 07:41:27,sess_000588,cust_0056,play,Mobile,Africa,Documentary,BASIC,435,0,8000kbps,,,
2026-06-01 07:51:39,sess_000588,cust_0056,play,Mobile,Africa,Action,BASIC,1784,0,3000kbps,,,
2026-06-01 07:52:51,sess_000588,cust_0056,play,Mobile,Africa,Kids,BASIC,1610,0,6000kbps,,,
2026-06-01 08:04:18,sess_000588,cust_0056,play,Mobile,Africa,Horror,BASIC,952,0,1500kbps,,,
2026-06-01 08:11:22,sess_000588,cust_0056,play,Mobile,Africa,Action,BASIC,444,0,4500 kbps,,,
2026-06-01 08:12:19,sess_000588,cust_0056,play,Mobile,Africa,Kids,BASIC,544,0,480p-1500kbps,,,
2026-06-01 08:15:44,sess_000588,cust_0056,buffer,Mobile,Africa,Documentary,BASIC,0,1416,,,,
2026-06-01 08:30:08,sess_000588,cust_0056,pause,Mobile,Africa,Drama,BASIC,0,0,,,,
2026-06-01 08:40:40,sess_000588,cust_0056,buffer,Mobile,Africa,Kids,BASIC,0,3875,,,,
2026-06-01 08:54:48,sess_000588,cust_0056,pause,Mobile,Africa,SciFi,BASIC,0,0,,,,
2026-06-01 08:55:58,sess_000588,cust_0056,play,Mobile,Africa,Documentary,BASIC,678,0,1080p-8000kbps,,,
2026-06-01 08:56:19,sess_000588,cust_0056,session_end,Mobile,Africa,,BASIC,0,0,,,87%,n/a
2026-06-01 09:24:57,sess_000826,cust_0033,session_start,Web,Africa,,standard,0,0,,,,
2026-06-01 09:27:38,sess_000826,cust_0033,play,Web,Africa,Documentary,standard,1369,0,1080p-6000kbps,,,
2026-06-01 09:29:13,sess_000826,cust_0033,play,Web,Africa,Horror,standard,1746,0,6000 kbps,,,
2026-06-01 09:30:56,sess_000826,cust_0033,session_end,Web,Africa,,standard,0,0,,,90%,4.0
2026-06-01 10:34:21,sess_000325,cust_0124,session_start,Web,Europe,,basic ,0,0,,,,
2026-06-01 10:35:25,sess_000842,cust_0130,session_start,Mobile,,,BASIC,0,0,,,,
2026-06-01 10:38:26,sess_000804,cust_0105,session_start,Smart TV,North America,,STD,0,0,,,,
2026-06-01 10:40:57,sess_000842,cust_0130,buffer,Mobile,LATAM,Action,BASIC,0,223,,,,
2026-06-01 10:44:47,sess_000325,cust_0124,play,Web,Europe,Horror,basic ,1157,0,480p-2000kbps,,,
2026-06-01 10:46:15,sess_000325,cust_0124,play,Web,Europe,Documentary,basic ,322,0,4500 kbps,,,
2026-06-01 10:47:03,sess_000325,cust_0124,session_end,Web,Europe,,basic ,0,0,,,80%,N/A
2026-06-01 10:52:12,sess_000804,cust_0105,play,Smart TV,North America,Action,STD,1021,0,1500kbps,,,
2026-06-01 10:52:54,sess_000842,cust_0130,play,Mobile,LATAM,Comedy,BASIC,273,0,2000kbps,,,
2026-06-01 10:57:58,sess_000804,cust_0105,play,Smart TV,North America,Kids,STD,1155,0,1080p-6000kbps,,,
2026-06-01 11:00:12,sess_000804,cust_0105,play,Smart TV,North America,Horror,STD,281,0,1080p-8000kbps,,,
2026-06-01 11:03:32,sess_000842,cust_0130,play,Mobile,LATAM,Drama,BASIC,969,0,480p-1500kbps,,,
2026-06-01 11:08:01,sess_000842,cust_0130,buffer,Mobile,LATAM,SciFi,BASIC,0,3822,,,,
2026-06-01 11:12:50,sess_000804,cust_0105,play,Smart TV,North America,Horror,STD,1757,0,1080p-6000kbps,,,
2026-06-01 11:17:44,sess_000804,cust_0105,play,Smart TV,North America,Horror,STD,558,0,8000kbps,,,
2026-06-01 11:22:34,sess_000842,cust_0130,play,Mobile,LATAM,Kids,BASIC,1399,0,4500kbps,,,
2026-06-01 11:23:10,sess_000842,cust_0130,play,Mobile,LATAM,Horror,BASIC,1430,0,3000kbps,,,
2026-06-01 11:23:59,sess_000842,cust_0130,session_end,Mobile,LATAM,,BASIC,0,0,,,60%,3 stars
2026-06-01 11:25:26,sess_000804,cust_0105,error,Smart TV,North America,Kids,STD,0,0,,E3003,,
2026-06-01 11:33:59,sess_000581,cust_0099,session_start,Smart TV,Europe,,Standard ,0,0,,,,
2026-06-01 11:37:24,sess_000804,cust_0105,play,Smart TV,North America,Documentary,STD,1527,0,720p-4500kbps,,,
2026-06-01 11:43:58,sess_000581,cust_0099,pause,Smart TV,Europe,SciFi,Standard ,0,0,,,,
2026-06-01 11:46:46,sess_000972,cust_0053,session_start,Mobile,Africa,,Premium ,0,0,,,,
2026-06-01 11:47:27,sess_000581,cust_0099,play,Smart TV,Europe,Kids,Standard ,1515,0,4500 kbps,,,
2026-06-01 11:51:52,sess_000581,cust_0099,play,Smart TV,Europe,Documentary,Standard ,1450,0,480p-1500kbps,,,
2026-06-01 11:52:13,sess_000804,cust_0105,play,Smart TV,North America,Documentary,STD,1662,0,720p-3000kbps,,,
2026-06-01 11:52:40,sess_000804,cust_0105,play,Smart TV,North America,SciFi,STD,1253,0,1080p-8000kbps,,,
2026-06-01 11:53:47,sess_000581,cust_0099,session_end,Smart TV,Europe,,Standard ,0,0,,,95%,4.0
2026-06-01 11:56:45,sess_000972,cust_0053,play,Mobile,Africa,Comedy,Premium ,1336,0,480p-2000kbps,,,
2026-06-01 12:03:15,sess_000804,cust_0105,play,Smart TV,North America,Horror,STD,1602,0,3000 kbps,,,
2026-06-01 12:03:43,sess_000843,cust_0064,session_start,Tablet,APAC,,Standard,0,0,,,,
2026-06-01 12:06:12,sess_000972,cust_0053,pause,Mobile,Africa,Drama,Premium ,0,0,,,,
2026-06-01 12:08:23,sess_000972,cust_0053,play,Mobile,Africa,Horror,Premium ,1235,0,720p-4500kbps,,,
2026-06-01 12:08:57,sess_000843,cust_0064,error,Tablet,APAC,SciFi,Standard,0,0,,E3003,,
2026-06-01 12:10:19,sess_000804,cust_0105,play,Smart TV,North America,Action,STD,1579,0,480p-1500kbps,,,
2026-06-01 12:12:02,sess_000804,cust_0105,session_end,Smart TV,North America,,STD,0,0,,,80%,
2026-06-01 12:12:52,sess_000972,cust_0053,buffer,Mobile,Africa,Action,Premium ,0,3985,,,,
2026-06-01 12:15:42,sess_000972,cust_0053,buffer,Mobile,Africa,Comedy,Premium ,0,1021,,,,
2026-06-01 12:18:42,sess_000972,cust_0053,play,Mobile,Africa,Comedy,Premium ,886,0,4500kbps,,,
2026-06-01 12:31:08,sess_000972,cust_0053,play,Mobile,Africa,Action,Premium ,442,0,4500kbps,,,
2026-06-01 12:38:35,sess_000972,cust_0053,pause,Mobile,Africa,SciFi,Premium ,0,0,,,,
2026-06-01 12:45:48,sess_000972,cust_0053,buffer,Mobile,Africa,Drama,Premium ,0,780,,,,
2026-06-01 12:54:58,sess_000972,cust_0053,play,Mobile,Africa,Kids,Premium ,240,0,720p-4500kbps,,,
2026-06-01 12:58:19,sess_000972,cust_0053,pause,Mobile,Africa,Action,Premium ,0,0,,,,
2026-06-01 12:58:45,sess_000972,cust_0053,session_end,Mobile,Africa,,Premium ,0,0,,,95%,2.0
2026-06-01 13:26:15,sess_000460,cust_0148,session_start,Mobile,LATAM,,Premium,0,0,,,,
2026-06-01 13:27:24,sess_000460,cust_0148,pause,Mobile,LATAM,Comedy,Premium,0,0,,,,
2026-06-01 13:39:21,sess_000460,cust_0148,play,Mobile,LATAM,SciFi,Premium,31,0,2000 kbps,,,
2026-06-01 13:52:17,sess_000460,cust_0148,play,Mobile,LATAM,Documentary,Premium,1012,0,1080p-6000kbps,,,
2026-06-01 13:55:39,sess_000460,cust_0148,buffer,Mobile,LATAM,Kids,Premium,0,1537,,,,
2026-06-01 14:05:25,sess_000460,cust_0148,play,Mobile,LATAM,Documentary,Premium,974,0,480p-1500kbps,,,
2026-06-01 14:12:30,sess_000460,cust_0148,play,Mobile,LATAM,Horror,Premium,1173,0,6000kbps,,,
2026-06-01 14:18:55,sess_000460,cust_0148,play,Mobile,LATAM,Documentary,Premium,1584,0,4500kbps,,,
2026-06-01 14:29:50,sess_000460,cust_0148,buffer,Mobile,LATAM,SciFi,Premium,0,2131,,,,
2026-06-01 14:42:45,sess_000460,cust_0148,play,Mobile,LATAM,Comedy,Premium,1782,0,3000 kbps,,,
2026-06-01 14:43:41,sess_000460,cust_0148,session_end,Mobile,LATAM,,Premium,0,0,,,80%,2 stars
2026-06-01 15:29:54,sess_000984,cust_0056,session_start,Mobile,Africa,,basic,0,0,,,,
2026-06-01 15:37:36,sess_000984,cust_0056,buffer,Mobile,Africa,SciFi,basic,0,277,,,,
2026-06-01 15:39:21,sess_000984,cust_0056,play,Mobile,Africa,Action,basic,1626,0,2000kbps,,,
2026-06-01 15:42:48,sess_000984,cust_0056,error,Mobile,Africa,Comedy,basic,0,0,,E1001,,
2026-06-01 17:28:51,sess_000834,cust_0133,session_start,Mobile,Africa,,BASIC,0,0,,,,
2026-06-01 17:37:32,sess_000834,cust_0133,error,Mobile,Africa,Comedy,BASIC,0,0,,E1001,,
2026-06-01 17:40:51,sess_000834,cust_0133,play,Mobile,Africa,SciFi,BASIC,1050,0,1080p-8000kbps,,,
2026-06-01 17:41:39,sess_000834,cust_0133,play,Mobile,Africa,Kids,BASIC,1290,0,6000 kbps,,,
2026-06-01 17:44:21,sess_000247,cust_0008,session_start,Tablet,LATAM,,premium plus,0,0,,,,
2026-06-01 17:52:32,sess_000368,cust_0001,session_start,Tablet,Africa,,Standard ,0,0,,,,
2026-06-01 17:52:35,sess_000248,cust_0082,session_start,Smart TV,Africa,,PREM,0,0,,,,
2026-06-01 17:54:06,sess_000247,cust_0008,buffer,Tablet,LATAM,Kids,premium plus,0,216,,,,
2026-06-01 17:55:00,sess_000834,cust_0133,pause,Mobile,Africa,SciFi,BASIC,0,0,,,,
2026-06-01 17:56:44,sess_000247,cust_0008,play,Tablet,,Horror,premium plus,891,0,2000 kbps,,,
2026-06-01 17:57:45,sess_000368,cust_0001,play,Tablet,Africa,Action,Standard ,764,0,720p-3000kbps,,,
2026-06-01 18:03:48,sess_000834,cust_0133,play,Mobile,Africa,SciFi,BASIC,844,0,3000 kbps,,,
2026-06-01 18:03:50,sess_000248,cust_0082,play,Smart TV,Africa,Documentary,PREM,333,0,1080p-8000kbps,,,
2026-06-01 18:04:01,sess_000247,cust_0008,play,Tablet,LATAM,Drama,premium plus,1315,0,6000kbps,,,
2026-06-01 18:09:40,sess_000368,cust_0001,pause,Tablet,Africa,Comedy,Standard ,0,0,,,,
2026-06-01 18:10:53,sess_000248,cust_0082,play,Smart TV,Africa,Comedy,PREM,1246,0,1500 kbps,,,
2026-06-01 18:12:04,sess_000834,cust_0133,play,Mobile,Africa,Drama,BASIC,1219,0,2000 kbps,,,
2026-06-01 18:12:43,sess_000368,cust_0001,play,Tablet,Africa,Horror,Standard ,1101,0,1080p-8000kbps,,,
2026-06-01 18:16:22,sess_000248,cust_0082,play,Smart TV,Africa,Action,PREM,875,0,720p-3000kbps,,,
2026-06-01 18:18:43,sess_000247,cust_0008,play,Tablet,LATAM,SciFi,premium plus,658,0,6000kbps,,,
2026-06-01 18:19:30,sess_000368,cust_0001,play,Tablet,Africa,Action,Standard ,1761,0,6000kbps,,,
2026-06-01 18:21:48,sess_000368,cust_0001,play,Tablet,,Horror,Standard ,612,0,4500 kbps,,,
2026-06-01 18:24:39,sess_000247,cust_0008,play,Tablet,LATAM,Comedy,premium plus,808,0,8000 kbps,,,
2026-06-01 18:24:47,sess_000248,cust_0082,play,Smart TV,Africa,Kids,PREM,1571,0,480p-2000kbps,,,
2026-06-01 18:25:06,sess_000247,cust_0008,play,Tablet,LATAM,Drama,premium plus,370,0,2000kbps,,,
2026-06-01 18:26:22,sess_000834,cust_0133,play,Mobile,Africa,Horror,BASIC,898,0,3000 kbps,,,
2026-06-01 18:26:24,sess_000368,cust_0001,play,Tablet,Africa,Drama,Standard ,450,0,1500kbps,,,
2026-06-01 18:29:13,sess_000368,cust_0001,play,Tablet,Africa,Horror,Standard ,699,0,1080p-8000kbps,,,
2026-06-01 18:32:06,sess_000248,cust_0082,play,Smart TV,Africa,Kids,PREM,1156,0,2000 kbps,,,
2026-06-01 18:33:07,sess_000247,cust_0008,buffer,Tablet,LATAM,Comedy,premium plus,0,3855,,,,
2026-06-01 18:33:45,sess_000247,cust_0008,session_end,Tablet,,,premium plus,0,0,,,87%,4.0
2026-06-01 18:34:24,sess_000368,cust_0001,pause,Tablet,Africa,SciFi,Standard ,0,0,,,,
2026-06-01 18:34:59,sess_000834,cust_0133,play,Mobile,Africa,Action,BASIC,779,0,2000 kbps,,,
2026-06-01 18:39:48,sess_000368,cust_0001,pause,Tablet,Africa,Comedy,Standard ,0,0,,,,
2026-06-01 18:43:32,sess_000834,cust_0133,play,Mobile,Africa,Drama,BASIC,1730,0,1500kbps,,,
2026-06-01 18:46:26,sess_000248,cust_0082,play,Smart TV,Africa,Comedy,PREM,1009,0,1500 kbps,,,
2026-06-01 18:48:15,sess_000248,cust_0082,session_end,Smart TV,Africa,,PREM,0,0,,,45%,2 stars
2026-06-01 18:50:44,sess_000368,cust_0001,play,Tablet,Africa,Documentary,Standard ,1453,0,4500kbps,,,
2026-06-01 18:56:52,sess_000834,cust_0133,play,Mobile,Africa,Comedy,BASIC,519,0,2000kbps,,,
2026-06-01 18:57:55,sess_000834,cust_0133,play,Mobile,Africa,Kids,BASIC,837,0,8000kbps,,,
2026-06-01 19:02:03,sess_000368,cust_0001,play,Tablet,Africa,Horror,Standard ,1675,0,3000kbps,,,
2026-06-01 19:03:40,sess_000368,cust_0001,session_end,Tablet,Africa,,Standard ,0,0,,,95%,N/A
2026-06-01 19:11:22,sess_000834,cust_0133,play,Mobile,Africa,Comedy,BASIC,1108,0,720p-4500kbps,,,
2026-06-01 19:15:04,sess_000834,cust_0133,pause,Mobile,Africa,Documentary,BASIC,0,0,,,,
2026-06-01 19:26:22,sess_000834,cust_0133,play,Mobile,Africa,Horror,BASIC,1113,0,720p-4500kbps,,,
2026-06-01 19:26:59,sess_000834,cust_0133,session_end,Mobile,Africa,,BASIC,0,0,,,90%,3
2026-06-01 20:56:11,sess_000053,cust_0042,session_start,Web,North America,,Premium ,0,0,,,,
2026-06-01 20:56:56,sess_000053,cust_0042,buffer,Web,North America,Documentary,Premium ,0,927,,,,
2026-06-01 21:03:36,sess_000053,cust_0042,play,Web,North America,Kids,Premium ,1064,0,1500kbps,,,
2026-06-01 21:10:15,sess_000053,cust_0042,play,Web,North America,Kids,Premium ,1297,0,8000 kbps,,,
2026-06-01 21:11:48,sess_000053,cust_0042,play,Web,North America,Documentary,Premium ,255,0,4500 kbps,,,
2026-06-01 21:22:27,sess_000053,cust_0042,play,Web,North America,Horror,Premium ,522,0,480p-2000kbps,,,
2026-06-01 21:24:03,sess_000053,cust_0042,play,Web,North America,Documentary,Premium ,1075,0,480p-1500kbps,,,
2026-06-01 21:25:10,sess_000053,cust_0042,play,Web,North America,Horror,Premium ,46,0,8000kbps,,,
2026-06-01 21:39:29,sess_000053,cust_0042,play,Web,North America,Comedy,Premium ,1128,0,2000kbps,,,
2026-06-01 21:43:28,sess_000053,cust_0042,pause,Web,North America,Documentary,Premium ,0,0,,,,
2026-06-01 21:56:47,sess_000053,cust_0042,buffer,Web,North America,Documentary,Premium ,0,3824,,,,
2026-06-01 21:59:18,sess_000022,cust_0029,session_start,Mobile,Europe,,BASIC,0,0,,,,
2026-06-01 22:11:02,sess_000053,cust_0042,buffer,Web,North America,Horror,Premium ,0,3179,,,,
2026-06-01 22:11:13,sess_000022,cust_0029,play,Mobile,Europe,Action,BASIC,1247,0,480p-2000kbps,,,
2026-06-01 22:12:51,sess_000053,cust_0042,session_end,Web,North America,,Premium ,0,0,,,80%,3 stars
2026-06-01 22:18:38,sess_000022,cust_0029,play,Mobile,Europe,Kids,BASIC,1575,0,720p-4500kbps,,,
2026-06-01 22:26:26,sess_000022,cust_0029,error,Mobile,Europe,Comedy,BASIC,0,0,,E3003,,
2026-06-01 23:00:44,sess_000349,cust_0034,session_start,Console,APAC,,basic ,0,0,,,,
2026-06-01 23:11:08,sess_000909,cust_0136,session_start,Tablet,North America,,premium plus,0,0,,,,
2026-06-01 23:13:44,sess_000349,cust_0034,buffer,Console,APAC,SciFi,basic ,0,1284,,,,
2026-06-01 23:18:36,sess_000909,cust_0136,play,Tablet,North America,Action,premium plus,133,0,2000 kbps,,,
2026-06-01 23:19:55,sess_000349,cust_0034,play,Console,APAC,Documentary,basic ,300,0,4500 kbps,,,
2026-06-01 23:21:30,sess_000349,cust_0034,session_end,Console,APAC,,basic ,0,0,,,90%,2.0
2026-06-01 23:25:00,sess_000686,cust_0127,session_start,Tablet,Africa,,Standard ,0,0,,,,
2026-06-01 23:26:55,sess_000909,cust_0136,play,Tablet,North America,Documentary,premium plus,629,0,8000 kbps,,,
2026-06-01 23:38:05,sess_000909,cust_0136,play,Tablet,North America,Comedy,premium plus,1239,0,480p-1500kbps,,,
2026-06-01 23:38:06,sess_000686,cust_0127,play,Tablet,Africa,Drama,Standard ,1043,0,1500 kbps,,,
2026-06-01 23:44:27,sess_000686,cust_0127,play,Tablet,Africa,Drama,Standard ,107,0,4500kbps,,,
2026-06-01 23:46:07,sess_000909,cust_0136,pause,Tablet,North America,Action,premium plus,0,0,,,,
2026-06-01 23:48:00,sess_000909,cust_0136,session_end,Tablet,North America,,premium plus,0,0,,,80%,
2026-06-01 23:51:28,sess_000686,cust_0127,play,Tablet,Africa,Documentary,Standard ,1594,0,720p-4500kbps,,,
2026-06-01 23:55:22,sess_000686,cust_0127,play,Tablet,Africa,Action,Standard ,296,0,8000 kbps,,,
2026-06-01 23:57:13,sess_000686,cust_0127,session_end,Tablet,Africa,,Standard ,0,0,,,60%,4
2026-06-02 01:39:38,sess_000710,cust_0118,session_start,Web,LATAM,,premium_plus,0,0,,,,
2026-06-02 01:40:43,sess_000710,cust_0118,play,Web,LATAM,Kids,premium_plus,409,0,2000kbps,,,
2026-06-02 01:48:49,sess_000710,cust_0118,pause,Web,LATAM,Horror,premium_plus,0,0,,,,
2026-06-02 02:03:13,sess_000710,cust_0118,play,Web,LATAM,Kids,premium_plus,1045,0,8000 kbps,,,
2026-06-02 02:04:24,sess_000710,cust_0118,session_end,Web,,,premium_plus,0,0,,,45%,3.0
2026-06-02 02:36:38,sess_000640,cust_0032,session_start,Web,LATAM,,standard,0,0,,,,
2026-06-02 02:42:41,sess_000640,cust_0032,play,Web,LATAM,Kids,standard,1066,0,6000kbps,,,
2026-06-02 02:44:59,sess_000640,cust_0032,buffer,Web,LATAM,Documentary,standard,0,3633,,,,
2026-06-02 02:45:16,sess_000640,cust_0032,session_end,Web,LATAM,,standard,0,0,,,90%,2 stars
2026-06-02 02:53:22,sess_000170,cust_0132,session_start,Tablet,LATAM,,basic,0,0,,,,
2026-06-02 03:02:00,sess_000170,cust_0132,play,Tablet,LATAM,Comedy,basic,156,0,4500kbps,,,
2026-06-02 03:10:01,sess_000170,cust_0132,pause,Tablet,LATAM,Horror,basic,0,0,,,,
2026-06-02 03:15:43,sess_000170,cust_0132,play,Tablet,LATAM,Kids,basic,521,0,4500kbps,,,
2026-06-02 03:21:46,sess_000170,cust_0132,buffer,Tablet,LATAM,Horror,basic,0,2197,,,,
2026-06-02 03:30:14,sess_000170,cust_0132,pause,Tablet,LATAM,Kids,basic,0,0,,,,
2026-06-02 03:30:18,sess_000515,cust_0110,session_start,Web,Europe,,PREM,0,0,,,,
2026-06-02 03:34:55,sess_000515,cust_0110,play,Web,Europe,Comedy,PREM,810,0,3000 kbps,,,
2026-06-02 03:38:53,sess_000170,cust_0132,error,Tablet,LATAM,Kids,basic,0,0,,E3003,,
2026-06-02 03:48:43,sess_000515,cust_0110,play,Web,Europe,Horror,PREM,485,0,6000kbps,,,
2026-06-02 03:56:20,sess_000515,cust_0110,play,Web,Europe,Comedy,PREM,736,0,1500 kbps,,,
2026-06-02 04:01:24,sess_000515,cust_0110,play,Web,Europe,Horror,PREM,438,0,480p-1500kbps,,,
2026-06-02 04:03:26,sess_000515,cust_0110,play,Web,Europe,Documentary,PREM,1183,0,1080p-6000kbps,,,
2026-06-02 04:06:06,sess_000515,cust_0110,play,Web,Europe,Kids,PREM,561,0,1080p-8000kbps,,,
2026-06-02 04:09:15,sess_000911,cust_0070,session_start,Web,Africa,,Standard,0,0,,,,
2026-06-02 04:10:24,sess_000515,cust_0110,play,Web,Europe,SciFi,PREM,137,0,480p-2000kbps,,,
2026-06-02 04:11:00,sess_000515,cust_0110,pause,Web,Europe,Kids,PREM,0,0,,,,
2026-06-02 04:12:27,sess_000515,cust_0110,play,Web,Europe,Comedy,PREM,680,0,1500 kbps,,,
2026-06-02 04:22:24,sess_000911,cust_0070,play,Web,Africa,Action,Standard,153,0,480p-1500kbps,,,
2026-06-02 04:23:17,sess_000911,cust_0070,play,Web,Africa,Documentary,Standard,128,0,3000 kbps,,,
2026-06-02 04:24:09,sess_000515,cust_0110,play,Web,Europe,Comedy,PREM,607,0,1500 kbps,,,
2026-06-02 04:25:43,sess_000911,cust_0070,play,Web,Africa,Documentary,Standard,384,0,1500 kbps,,,
2026-06-02 04:26:02,sess_000515,cust_0110,session_end,Web,Europe,,PREM,0,0,,,45%,4.0
2026-06-02 04:31:40,sess_000911,cust_0070,play,Web,Africa,Kids,Standard,921,0,1080p-6000kbps,,,
2026-06-02 04:31:50,sess_000911,cust_0070,session_end,Web,Africa,,Standard,0,0,,,45%,n/a
2026-06-02 08:24:59,sess_000296,cust_0033,session_start,Web,Africa,,standard,0,0,,,,
2026-06-02 08:32:13,sess_000296,cust_0033,error,Web,Africa,SciFi,standard,0,0,,E4004,,
2026-06-02 08:38:58,sess_000296,cust_0033,pause,Web,Africa,Action,standard,0,0,,,,
2026-06-02 08:44:40,sess_000296,cust_0033,pause,Web,Africa,Action,standard,0,0,,,,
2026-06-02 08:58:21,sess_000296,cust_0033,play,Web,Africa,Kids,standard,709,0,3000kbps,,,
2026-06-02 09:01:42,sess_000296,cust_0033,pause,Web,Africa,SciFi,standard,0,0,,,,
2026-06-02 09:03:39,sess_000296,cust_0033,session_end,Web,Africa,,standard,0,0,,,45%,4 stars
2026-06-02 09:28:41,sess_000979,cust_0058,session_start,Tablet,LATAM,,Premium,0,0,,,,
2026-06-02 09:33:33,sess_000979,cust_0058,play,Tablet,LATAM,Kids,Premium,697,0,3000kbps,,,
2026-06-02 09:41:08,sess_000979,cust_0058,play,Tablet,LATAM,Horror,Premium,1149,0,720p-4500kbps,,,
2026-06-02 09:46:36,sess_000979,cust_0058,play,Tablet,LATAM,SciFi,Premium,665,0,2000 kbps,,,
2026-06-02 09:52:24,sess_000979,cust_0058,pause,Tablet,LATAM,Horror,Premium,0,0,,,,
2026-06-02 09:53:49,sess_000979,cust_0058,pause,Tablet,LATAM,Horror,Premium,0,0,,,,
2026-06-02 10:07:33,sess_000979,cust_0058,play,Tablet,LATAM,Drama,Premium,1325,0,6000 kbps,,,
2026-06-02 10:12:07,sess_000979,cust_0058,pause,Tablet,LATAM,Horror,Premium,0,0,,,,
2026-06-02 10:13:10,sess_000979,cust_0058,play,Tablet,LATAM,Kids,Premium,265,0,8000 kbps,,,
2026-06-02 10:21:32,sess_000979,cust_0058,play,Tablet,LATAM,Documentary,Premium,690,0,1080p-8000kbps,,,
2026-06-02 10:22:13,sess_000979,cust_0058,session_end,Tablet,LATAM,,Premium,0,0,,,75%,2 stars
2026-06-02 10:27:50,sess_000814,cust_0017,session_start,Mobile,North America,,Premium ,0,0,,,,
2026-06-02 10:35:12,sess_000814,cust_0017,pause,Mobile,North America,Comedy,Premium ,0,0,,,,
2026-06-02 10:45:18,sess_000814,cust_0017,error,Mobile,North America,Drama,Premium ,0,0,,E2002,,
2026-06-02 10:56:57,sess_000814,cust_0017,play,Mobile,North America,Horror,Premium ,576,0,6000kbps,,,
2026-06-02 11:10:45,sess_000814,cust_0017,play,Mobile,North America,Comedy,Premium ,142,0,720p-4500kbps,,,
2026-06-02 11:18:13,sess_000814,cust_0017,play,Mobile,North America,Action,Premium ,995,0,480p-1500kbps,,,
2026-06-02 11:21:50,sess_000234,cust_0122,session_start,Smart TV,APAC,,basic ,0,0,,,,
2026-06-02 11:27:55,sess_000814,cust_0017,buffer,Mobile,North America,Documentary,Premium ,0,1962,,,,
