_time,customer_id,country,lat,lon,category,product,units,unit_price,revenue,channel,device,order_status,rating
2026-05-01 14:31:58,c1855,Singapore,-1.2034,106.587,Apparel,Denim Jacket,3,30.44,91.32,Mobile App,Tablet,Completed,2
2026-05-01 14:36:32,c6830,France,46.5727,4.5339,Sports,Camping Tent,2,177.12,354.24,Affiliate,Tablet,Refunded,4
2026-05-01 14:46:43,c3311,Germany,51.968,11.4648,Sports,Tennis Racket,5,208.95,1044.75,Affiliate,Mobile,Cancelled,2
2026-05-01 14:48:28,c8040,United Kingdom,54.0885,-1.7409,Sports,Yoga Mat,1,134.63,134.63,Affiliate,Mobile,Refunded,5
2026-05-01 14:51:41,c9872,Japan,37.5948,138.5294,Apparel,Denim Jacket,4,13.07,52.28,Marketplace,Tablet,Refunded,1
2026-05-01 15:11:10,c9348,South Africa,-30.9197,25.8034,Apparel,Winter Coat,3,197.39,592.17,Affiliate,Mobile,Completed,2
2026-05-01 15:52:21,c8295,Brazil,-14.7509,-54.7634,Books,Cookbook,2,208.07,416.14,Mobile App,Mobile,Completed,5
2026-05-01 16:01:53,c8932,South Africa,-31.1653,25.3193,Beauty,Makeup Brush Kit,1,165.14,165.14,Affiliate,Tablet,Completed,3
2026-05-01 16:24:39,c1600,France,47.8321,4.1029,Electronics,Smart Watch,4,90.26,361.04,Web,Desktop,Completed,3
2026-05-01 16:43:50,c3423,South Africa,-30.2027,24.7005,Beauty,Face Serum,4,41.56,166.24,Mobile App,Tablet,Refunded,5
2026-05-01 17:19:37,c9802,South Africa,-27.9692,20.5944,Apparel,Denim Jacket,5,200.12,1000.6,Mobile App,Desktop,Pending,5
2026-05-01 17:43:48,c5825,Germany,48.3236,13.2819,Electronics,Smart Watch,3,131.85,395.55,Web,Mobile,Completed,3
2026-05-01 18:00:43,c7348,United States,34.1327,-93.4188,Sports,Dumbbell Set,5,111.51,557.55,Mobile App,Tablet,Refunded,2
2026-05-01 18:17:36,c8405,Mexico,22.9562,-103.5585,Apparel,Winter Coat,1,170.48,170.48,Affiliate,Mobile,Completed,1
2026-05-01 18:19:45,c5186,South Africa,-32.8277,25.1417,Books,Business Guide,4,204.63,818.52,Marketplace,Desktop,Cancelled,4
2026-05-01 18:39:56,c8668,France,43.4648,4.0352,Electronics,4K Monitor,5,169.51,847.55,Web,Tablet,Completed,4
2026-05-01 18:49:55,c3369,Germany,50.9871,11.07,Home,Throw Blanket,5,132.33,661.65,Web,Desktop,Completed,1
2026-05-01 18:55:09,c7622,India,21.8967,81.4507,Electronics,Bluetooth Speaker,5,217.12,1085.6,Mobile App,Mobile,Completed,1
2026-05-01 20:46:10,c3204,United Kingdom,54.7618,-1.4672,Apparel,Winter Coat,1,114.83,114.83,Affiliate,Mobile,Completed,4
2026-05-01 21:09:59,c8147,South Africa,-27.6767,24.4221,Apparel,Winter Coat,1,92.43,92.43,Affiliate,Tablet,Completed,5
2026-05-01 21:16:49,c4788,Mexico,26.1625,-99.8683,Books,Sci-Fi Anthology,4,177.17,708.68,Web,Tablet,Completed,5
2026-05-01 21:21:02,c1498,Canada,57.1357,-104.6535,Beauty,Shampoo Bar,3,153.44,460.32,Marketplace,Mobile,Completed,4
2026-05-01 21:52:48,c6081,India,20.335,81.154,Books,Mystery Novel,4,67.32,269.28,Marketplace,Tablet,Refunded,5
2026-05-01 22:17:48,c5232,United Kingdom,54.4481,-4.0262,Apparel,Running Shoes,1,183.64,183.64,Affiliate,Tablet,Completed,4
2026-05-01 22:28:30,c6589,Germany,51.6015,8.8717,Electronics,Wireless Headphones,1,164.14,164.14,Web,Desktop,Completed,5
2026-05-01 22:58:12,c7184,United States,37.1749,-93.0399,Apparel,Graphic T-Shirt,4,186.03,744.12,Affiliate,Mobile,Completed,5
2026-05-02 00:16:28,c9174,United Kingdom,52.5946,-5.8098,Books,Sci-Fi Anthology,3,210.2,630.6,Mobile App,Mobile,Completed,2
2026-05-02 00:37:23,c8916,Australia,-25.4577,133.6774,Beauty,Makeup Brush Kit,4,148.22,592.88,Affiliate,Desktop,Pending,4
2026-05-02 00:37:26,c4918,Brazil,-14.032,-49.4219,Books,Mystery Novel,4,196.93,787.72,Marketplace,Mobile,Completed,4
2026-05-02 00:51:41,c9436,Canada,53.7245,-103.553,Beauty,Face Serum,4,62.41,249.64,Mobile App,Tablet,Completed,3
2026-05-02 01:08:35,c4723,United Kingdom,53.7912,-2.0328,Beauty,Shampoo Bar,3,98.64,295.92,Web,Desktop,Completed,4
2026-05-02 01:21:26,c3582,United Kingdom,57.4605,-3.1571,Apparel,Denim Jacket,3,30.88,92.64,Web,Desktop,Completed,5
2026-05-02 01:45:45,c5417,United Kingdom,54.4949,-5.2791,Sports,Dumbbell Set,1,38.94,38.94,Web,Desktop,Completed,5
2026-05-02 01:56:42,c9154,Germany,50.6226,9.3418,Electronics,Smart Watch,3,149.11,447.33,Web,Mobile,Pending,3
2026-05-02 02:04:58,c1199,Japan,34.4147,137.0521,Beauty,Perfume,3,20.72,62.16,Web,Tablet,Completed,1
2026-05-02 02:33:13,c2110,Mexico,24.6501,-101.1743,Home,Air Purifier,3,52.45,157.35,Marketplace,Mobile,Completed,1
2026-05-02 02:38:54,c7328,Mexico,24.8735,-102.2878,Electronics,4K Monitor,1,23.95,23.95,Web,Tablet,Refunded,4
2026-05-02 03:22:35,c8027,Canada,53.88,-103.6056,Home,Air Purifier,5,131.27,656.35,Affiliate,Mobile,Completed,5
2026-05-02 03:48:58,c8202,Japan,36.7086,140.2526,Apparel,Winter Coat,5,214.69,1073.45,Mobile App,Mobile,Completed,2
2026-05-02 04:01:09,c3849,Australia,-22.7028,131.9933,Electronics,Bluetooth Speaker,4,110.65,442.6,Mobile App,Tablet,Completed,4
2026-05-02 04:11:38,c3323,Australia,-24.0543,131.3991,Sports,Tennis Racket,2,43.2,86.4,Mobile App,Desktop,Completed,4
2026-05-02 04:27:06,c8213,Canada,59.0491,-103.8264,Apparel,Denim Jacket,1,128.81,128.81,Web,Mobile,Completed,5
2026-05-02 04:45:20,c2387,France,43.7884,2.7983,Home,Air Purifier,3,95.73,287.19,Mobile App,Tablet,Completed,5
2026-05-02 05:00:45,c8153,France,46.8722,-0.3202,Beauty,Lip Balm Set,4,155.52,622.08,Affiliate,Tablet,Pending,4
2026-05-02 05:02:29,c8670,Japan,36.8433,135.6714,Beauty,Lip Balm Set,4,81.0,324.0,Affiliate,Desktop,Completed,5
2026-05-02 05:06:55,c7470,Canada,54.3419,-105.4293,Electronics,Wireless Headphones,4,170.14,680.56,Affiliate,Tablet,Completed,4
2026-05-02 05:11:39,c8001,Mexico,24.9058,-104.7469,Books,Cookbook,1,182.64,182.64,Marketplace,Mobile,Refunded,3
2026-05-02 05:21:22,c8732,Singapore,2.0344,101.5237,Beauty,Face Serum,4,191.37,765.48,Affiliate,Tablet,Completed,5
2026-05-02 05:26:03,c9228,Mexico,22.8953,-100.649,Apparel,Winter Coat,1,65.35,65.35,Affiliate,Mobile,Completed,5
2026-05-02 06:07:12,c8955,India,21.5919,77.4675,Home,Coffee Maker,1,159.18,159.18,Mobile App,Tablet,Completed,5
2026-05-02 06:33:07,c1428,Australia,-26.2266,134.3782,Beauty,Perfume,3,34.82,104.46,Web,Mobile,Completed,4
2026-05-02 06:35:26,c7308,Mexico,21.0981,-99.7194,Electronics,4K Monitor,2,107.25,214.5,Mobile App,Mobile,Completed,4
2026-05-02 06:35:34,c7000,United Kingdom,55.3139,-3.8972,Electronics,Bluetooth Speaker,5,28.65,143.25,Affiliate,Desktop,Completed,1
2026-05-02 06:55:36,c9872,Canada,53.5361,-108.0358,Electronics,4K Monitor,3,70.28,210.84,Marketplace,Tablet,Completed,3
2026-05-02 07:34:37,c1612,India,19.7461,79.0749,Electronics,Wireless Headphones,1,196.57,196.57,Web,Mobile,Completed,4
2026-05-02 07:50:24,c5602,Japan,33.5626,137.6436,Books,Mystery Novel,3,133.89,401.67,Affiliate,Tablet,Refunded,5
2026-05-02 08:03:52,c1928,Canada,57.8674,-109.1727,Apparel,Denim Jacket,5,119.46,597.3,Affiliate,Desktop,Refunded,4
2026-05-02 08:07:58,c9787,Japan,37.3007,136.1293,Beauty,Face Serum,2,133.94,267.88,Web,Mobile,Completed,3
2026-05-02 09:03:27,c3416,Brazil,-13.2556,-49.989,Beauty,Lip Balm Set,2,198.06,396.12,Affiliate,Mobile,Completed,5
2026-05-02 09:08:12,c8262,Singapore,2.2484,103.9761,Apparel,Graphic T-Shirt,5,59.9,299.5,Marketplace,Desktop,Completed,5
2026-05-02 09:13:02,c7305,India,21.4297,79.2906,Apparel,Baseball Cap,2,58.46,116.92,Marketplace,Mobile,Completed,5
2026-05-02 09:25:46,c9585,India,18.1306,77.1981,Beauty,Shampoo Bar,2,30.44,60.88,Affiliate,Mobile,Completed,5
2026-05-02 09:52:04,c3322,France,44.4562,4.5111,Books,Sci-Fi Anthology,1,92.77,92.77,Affiliate,Tablet,Completed,4
2026-05-02 10:16:33,c8942,United Kingdom,54.6668,-0.5939,Sports,Camping Tent,3,155.13,465.39,Marketplace,Tablet,Completed,2
2026-05-02 10:18:40,c7885,Mexico,23.2605,-105.5008,Electronics,4K Monitor,4,54.04,216.16,Marketplace,Mobile,Pending,5
2026-05-02 10:37:31,c3688,South Africa,-28.3378,25.8898,Sports,Yoga Mat,2,116.38,232.76,Mobile App,Mobile,Completed,5
2026-05-02 10:56:23,c1196,United Kingdom,53.7744,-5.8047,Home,Desk Lamp,4,146.65,586.6,Affiliate,Desktop,Completed,2
2026-05-02 11:07:37,c4514,South Africa,-28.0258,20.2977,Books,Business Guide,1,38.09,38.09,Marketplace,Tablet,Completed,5
2026-05-02 11:10:22,c1814,South Africa,-29.0645,23.3345,Home,Throw Blanket,1,136.01,136.01,Affiliate,Mobile,Cancelled,4
2026-05-02 12:17:36,c6368,Japan,38.1177,138.4607,Sports,Camping Tent,1,207.0,207.0,Marketplace,Mobile,Completed,4
2026-05-02 12:21:13,c2823,Japan,34.8028,139.0257,Sports,Yoga Mat,5,9.22,46.1,Marketplace,Mobile,Completed,4
2026-05-02 12:26:25,c2743,Brazil,-15.9243,-49.1386,Apparel,Graphic T-Shirt,5,147.35,736.75,Affiliate,Tablet,Completed,4
2026-05-02 12:29:48,c4455,Japan,33.5628,136.081,Electronics,4K Monitor,1,32.5,32.5,Web,Mobile,Completed,4
2026-05-02 12:50:35,c4856,Germany,53.7038,10.9128,Beauty,Shampoo Bar,3,210.36,631.08,Affiliate,Desktop,Completed,3
2026-05-02 13:07:11,c3650,Japan,33.9963,137.0247,Beauty,Face Serum,4,149.84,599.36,Affiliate,Tablet,Completed,1
2026-05-02 13:09:22,c5857,Japan,33.7862,137.1583,Apparel,Baseball Cap,2,196.4,392.8,Web,Mobile,Completed,5
2026-05-02 13:27:24,c6195,Singapore,1.2709,102.2375,Books,Business Guide,5,120.92,604.6,Web,Tablet,Completed,5
2026-05-02 13:37:11,c9307,Canada,58.5973,-105.4958,Electronics,Bluetooth Speaker,5,103.85,519.25,Affiliate,Mobile,Completed,5
2026-05-02 13:38:08,c3474,India,19.9021,80.9318,Books,Cookbook,1,102.6,102.6,Marketplace,Tablet,Completed,3
2026-05-02 14:19:01,c8346,Germany,52.6642,7.892,Sports,Tennis Racket,2,87.28,174.56,Web,Desktop,Cancelled,5
2026-05-02 14:20:41,c2481,France,46.4463,1.8316,Beauty,Lip Balm Set,1,157.89,157.89,Marketplace,Tablet,Completed,5
2026-05-02 14:39:09,c1468,Germany,50.9357,8.093,Electronics,4K Monitor,4,47.65,190.6,Affiliate,Tablet,Completed,5
2026-05-02 14:51:31,c5200,United Kingdom,56.902,-2.7476,Apparel,Baseball Cap,2,77.81,155.62,Marketplace,Tablet,Completed,3
2026-05-02 15:47:23,c5524,Japan,35.0591,135.7943,Electronics,Mechanical Keyboard,1,194.66,194.66,Affiliate,Mobile,Completed,3
2026-05-02 15:53:44,c7808,United States,34.3083,-97.5815,Sports,Tennis Racket,3,145.53,436.59,Web,Mobile,Refunded,2
2026-05-02 15:56:42,c8054,United States,34.1904,-94.3768,Sports,Tennis Racket,5,180.39,901.95,Mobile App,Desktop,Cancelled,3
2026-05-02 16:02:11,c2262,Australia,-24.9824,136.4321,Apparel,Denim Jacket,2,135.76,271.52,Web,Desktop,Completed,3
2026-05-02 16:41:20,c6270,United States,34.7582,-98.3192,Sports,Water Bottle,5,160.74,803.7,Marketplace,Desktop,Completed,2
2026-05-02 17:10:29,c2951,Canada,56.1588,-106.0954,Sports,Water Bottle,1,218.03,218.03,Affiliate,Mobile,Completed,5
2026-05-02 17:23:23,c7543,South Africa,-29.6058,24.2714,Beauty,Lip Balm Set,2,194.83,389.66,Mobile App,Tablet,Refunded,4
2026-05-02 17:37:12,c9136,India,22.5638,81.5568,Apparel,Winter Coat,4,143.25,573.0,Marketplace,Tablet,Completed,1
2026-05-02 18:23:56,c6526,Australia,-26.4729,132.0418,Home,Coffee Maker,3,219.2,657.6,Affiliate,Desktop,Completed,4
2026-05-02 18:28:07,c8287,Mexico,23.3506,-100.1225,Apparel,Graphic T-Shirt,1,103.34,103.34,Web,Tablet,Completed,1
2026-05-02 18:38:03,c9749,United States,34.9643,-96.918,Books,Mystery Novel,1,90.44,90.44,Web,Desktop,Completed,4
2026-05-02 19:43:30,c1014,United States,34.5275,-95.2819,Home,Air Purifier,4,39.56,158.24,Web,Tablet,Completed,3
2026-05-02 20:24:37,c3680,Japan,33.9738,136.2898,Books,Sci-Fi Anthology,3,24.12,72.36,Affiliate,Mobile,Completed,4
2026-05-02 20:38:26,c1430,Germany,53.2279,10.8229,Home,Cutting Board Set,2,55.65,111.3,Affiliate,Tablet,Completed,2
2026-05-02 20:47:48,c4473,Australia,-22.5343,134.8835,Books,Kids Picture Book,3,75.73,227.19,Mobile App,Tablet,Completed,5
2026-05-02 20:52:08,c9064,France,45.1468,1.5352,Beauty,Perfume,5,170.29,851.45,Web,Tablet,Completed,5
2026-05-02 21:11:56,c8528,Singapore,2.2255,101.3197,Sports,Dumbbell Set,4,78.86,315.44,Marketplace,Tablet,Refunded,4
2026-05-02 21:55:56,c8551,Mexico,21.023,-103.7205,Home,Desk Lamp,5,77.14,385.7,Affiliate,Tablet,Completed,5
2026-05-02 21:58:16,c7148,Canada,57.657,-103.9106,Home,Air Purifier,5,54.86,274.3,Marketplace,Tablet,Completed,5
2026-05-02 22:02:44,c5148,United Kingdom,54.9758,-5.5649,Electronics,Smart Watch,2,180.3,360.6,Marketplace,Tablet,Completed,5
2026-05-02 22:06:14,c7911,United Kingdom,56.6312,-1.0797,Books,Sci-Fi Anthology,4,152.98,611.92,Mobile App,Desktop,Completed,4
2026-05-02 22:16:32,c2093,United Kingdom,56.465,-4.4386,Sports,Tennis Racket,3,55.99,167.97,Affiliate,Mobile,Completed,3
2026-05-02 22:47:06,c2715,Germany,50.8777,12.2452,Electronics,Mechanical Keyboard,3,63.36,190.08,Web,Mobile,Completed,5
2026-05-02 23:30:25,c9858,Australia,-27.9346,131.4705,Apparel,Baseball Cap,1,172.55,172.55,Web,Mobile,Completed,3
2026-05-03 00:26:48,c1813,United States,38.9551,-94.5748,Beauty,Shampoo Bar,5,90.92,454.6,Web,Mobile,Completed,5
2026-05-03 00:51:04,c6716,United Kingdom,58.0531,-4.7296,Electronics,4K Monitor,4,51.83,207.32,Mobile App,Tablet,Completed,3
2026-05-03 01:18:01,c7293,France,43.623,2.9456,Books,Kids Picture Book,1,160.88,160.88,Web,Mobile,Completed,1
2026-05-03 01:31:52,c1035,United States,34.6761,-98.0767,Beauty,Makeup Brush Kit,2,53.29,106.58,Web,Mobile,Pending,2
2026-05-03 01:44:23,c4202,United States,37.8841,-93.7456,Beauty,Perfume,5,178.71,893.55,Web,Mobile,Completed,4
2026-05-03 01:45:20,c3207,France,47.9614,3.7502,Books,Cookbook,4,83.93,335.72,Marketplace,Desktop,Completed,5
2026-05-03 01:52:51,c1368,Brazil,-12.8299,-49.8883,Books,Cookbook,1,126.18,126.18,Marketplace,Mobile,Completed,2
2026-05-03 02:10:34,c9142,Japan,37.3111,136.5283,Apparel,Denim Jacket,2,196.78,393.56,Mobile App,Mobile,Completed,5
2026-05-03 02:40:21,c3914,United States,38.4844,-94.99,Apparel,Denim Jacket,4,69.97,279.88,Web,Mobile,Completed,5
2026-05-03 02:47:39,c8130,United Kingdom,55.5577,-4.2295,Books,Business Guide,4,182.18,728.72,Marketplace,Mobile,Completed,2
2026-05-03 03:07:22,c1803,Japan,35.4882,137.4038,Home,Throw Blanket,4,66.19,264.76,Affiliate,Mobile,Completed,4
2026-05-03 04:09:00,c3072,Mexico,24.9593,-105.0378,Books,Kids Picture Book,4,56.38,225.52,Marketplace,Tablet,Completed,2
2026-05-03 04:09:26,c5208,Brazil,-11.6754,-50.4344,Books,Business Guide,2,209.48,418.96,Web,Mobile,Pending,4
2026-05-03 04:20:51,c7257,Mexico,24.9718,-104.4817,Beauty,Lip Balm Set,3,72.69,218.07,Affiliate,Tablet,Completed,4
2026-05-03 04:32:50,c5483,France,45.005,1.03,Apparel,Baseball Cap,4,195.14,780.56,Web,Mobile,Completed,5
2026-05-03 05:28:02,c9107,South Africa,-31.236,21.6418,Apparel,Denim Jacket,2,27.42,54.84,Mobile App,Tablet,Completed,5
2026-05-03 05:50:08,c1608,South Africa,-30.2376,20.7667,Beauty,Perfume,4,193.32,773.28,Affiliate,Mobile,Completed,4
2026-05-03 06:09:55,c2789,Canada,55.7127,-105.7885,Home,Desk Lamp,1,39.33,39.33,Affiliate,Desktop,Completed,1
2026-05-03 06:13:55,c8170,South Africa,-31.9476,24.6646,Sports,Water Bottle,3,190.22,570.66,Mobile App,Tablet,Completed,2
2026-05-03 06:16:15,c9088,United Kingdom,56.9809,-3.8273,Home,Throw Blanket,1,67.16,67.16,Marketplace,Tablet,Refunded,2
2026-05-03 07:24:34,c1976,Singapore,2.4931,106.0191,Electronics,Mechanical Keyboard,3,75.65,226.95,Marketplace,Tablet,Completed,3
2026-05-03 09:13:32,c8877,Singapore,-0.2008,102.8599,Sports,Yoga Mat,4,188.23,752.92,Mobile App,Desktop,Completed,3
2026-05-03 09:59:56,c3839,South Africa,-29.9036,20.6148,Home,Desk Lamp,4,26.03,104.12,Affiliate,Desktop,Refunded,3
2026-05-03 10:02:42,c9094,United States,39.6846,-94.2296,Home,Throw Blanket,5,35.99,179.95,Marketplace,Tablet,Refunded,5
2026-05-03 10:06:31,c7051,Brazil,-11.3928,-49.9143,Books,Sci-Fi Anthology,5,185.78,928.9,Web,Mobile,Completed,2
2026-05-03 10:16:15,c4517,Germany,53.1943,8.4564,Books,Mystery Novel,3,190.56,571.68,Mobile App,Mobile,Completed,4
2026-05-03 10:34:34,c1327,United States,37.0156,-96.4905,Electronics,Smart Watch,5,86.66,433.3,Affiliate,Desktop,Completed,4
2026-05-03 10:56:11,c2939,Japan,39.1136,139.2913,Sports,Tennis Racket,5,130.52,652.6,Mobile App,Mobile,Refunded,2
2026-05-03 10:59:36,c3919,Brazil,-13.3455,-50.9803,Electronics,Wireless Headphones,2,110.58,221.16,Mobile App,Desktop,Completed,5
2026-05-03 11:14:31,c4417,Germany,53.4358,13.1163,Electronics,Smart Watch,4,191.92,767.68,Affiliate,Desktop,Completed,5
2026-05-03 11:20:18,c7480,Brazil,-16.3895,-49.9392,Books,Kids Picture Book,4,145.02,580.08,Mobile App,Mobile,Completed,1
2026-05-03 11:43:51,c7097,India,20.9074,81.5489,Sports,Camping Tent,2,107.73,215.46,Affiliate,Tablet,Completed,4
2026-05-03 12:11:40,c3528,Singapore,1.6671,102.3912,Electronics,Smart Watch,3,71.59,214.77,Web,Tablet,Completed,4
2026-05-03 12:34:37,c8560,Japan,34.0194,140.9819,Sports,Yoga Mat,4,53.83,215.32,Web,Desktop,Completed,1
2026-05-03 12:44:45,c7275,Canada,53.794,-105.3802,Apparel,Winter Coat,2,215.38,430.76,Web,Desktop,Completed,1
2026-05-03 12:48:22,c9183,Japan,36.4562,138.0777,Beauty,Makeup Brush Kit,1,208.8,208.8,Web,Tablet,Completed,5
2026-05-03 12:58:51,c1808,Germany,50.7069,9.8989,Books,Kids Picture Book,5,183.41,917.05,Marketplace,Tablet,Completed,5
2026-05-03 13:28:15,c1349,Germany,53.7246,9.1764,Home,Throw Blanket,3,40.09,120.27,Web,Desktop,Completed,5
2026-05-03 13:40:44,c3022,Canada,57.1054,-103.6778,Electronics,Smart Watch,5,71.84,359.2,Mobile App,Mobile,Completed,2
2026-05-03 13:56:42,c8606,United States,35.3239,-97.7595,Beauty,Perfume,4,59.29,237.16,Marketplace,Desktop,Completed,5
2026-05-03 14:08:45,c9224,India,18.1403,81.423,Books,Sci-Fi Anthology,4,19.29,77.16,Marketplace,Desktop,Completed,2
2026-05-03 14:32:30,c5917,Singapore,0.1735,104.1757,Books,Cookbook,1,40.65,40.65,Affiliate,Desktop,Completed,4
2026-05-03 15:12:23,c5240,United States,35.1083,-97.3581,Electronics,4K Monitor,5,169.71,848.55,Marketplace,Tablet,Completed,5
2026-05-03 15:17:26,c6235,France,48.6858,0.2845,Electronics,Wireless Headphones,2,75.48,150.96,Marketplace,Desktop,Completed,3
2026-05-03 15:39:48,c8368,Singapore,-0.0372,101.1479,Beauty,Lip Balm Set,2,53.54,107.08,Marketplace,Mobile,Completed,5
2026-05-03 16:18:50,c5279,Brazil,-13.3911,-52.5319,Sports,Tennis Racket,1,193.93,193.93,Mobile App,Tablet,Pending,4
2026-05-03 16:28:57,c7896,Canada,55.2552,-106.5507,Books,Business Guide,5,13.6,68.0,Web,Desktop,Completed,4
2026-05-03 16:33:58,c2206,Singapore,0.9437,104.4758,Books,Cookbook,5,35.37,176.85,Mobile App,Desktop,Completed,3
2026-05-03 17:06:52,c4148,Brazil,-11.7875,-53.7301,Electronics,Smart Watch,1,79.47,79.47,Web,Desktop,Cancelled,2
2026-05-03 17:15:20,c3430,Germany,51.8147,12.6049,Home,Desk Lamp,2,131.64,263.28,Web,Mobile,Completed,5
2026-05-03 17:50:19,c2035,South Africa,-33.3706,21.0995,Home,Throw Blanket,5,96.27,481.35,Affiliate,Tablet,Completed,2
2026-05-03 17:52:28,c2478,France,44.862,2.3808,Electronics,Wireless Headphones,1,193.81,193.81,Mobile App,Desktop,Completed,3
2026-05-03 18:16:33,c9078,India,18.6662,81.4008,Beauty,Shampoo Bar,1,170.12,170.12,Web,Tablet,Completed,5
